domain_id,domain_title,domain_type,area_id,area_title,element_id,element_title,kind,level_ceiling,attainable_levels,status
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A05,"Regression, Curve Fitting and Calibration Functions",CM-05-042,Multiple regression and collinearity,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A05,"Regression, Curve Fitting and Calibration Functions",CM-05-043,Uncertainty of fitted parameters and of predictions,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A05,"Regression, Curve Fitting and Calibration Functions",CM-05-044,Inverse prediction and the calibration problem,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A05,"Regression, Curve Fitting and Calibration Functions",CM-05-045,Interpolation methods and their uncertainty,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A05,"Regression, Curve Fitting and Calibration Functions",CM-05-046,Extrapolation and why it is usually indefensible,judgment,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A05,"Regression, Curve Fitting and Calibration Functions",CM-05-047,Model selection and overfitting,judgment,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A05,"Regression, Curve Fitting and Calibration Functions",CM-05-048,"Smoothing, splines and filtering",skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A06,Design of Experiments,CM-05-049,"Principles of experimental design: randomisation, replication, blocking",knowledge,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A06,Design of Experiments,CM-05-050,Factorial designs,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A06,Design of Experiments,CM-05-051,Fractional factorial and screening designs,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A06,Design of Experiments,CM-05-052,Response surface methodology,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A06,Design of Experiments,CM-05-053,Nested and hierarchical designs for variance components,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A06,Design of Experiments,CM-05-054,Designed experiments for uncertainty evaluation,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A06,Design of Experiments,CM-05-055,Sequential and adaptive experimentation,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A07,Statistical Process Control and Monitoring,CM-05-056,Control chart fundamentals and the logic of control limits,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A07,Statistical Process Control and Monitoring,CM-05-057,"Variables charts: X-bar, R, S and individuals",skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A07,Statistical Process Control and Monitoring,CM-05-058,Attribute charts,skill,3,1 2 3,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A07,Statistical Process Control and Monitoring,CM-05-059,CUSUM and EWMA charts,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A07,Statistical Process Control and Monitoring,CM-05-060,Run rules and out-of-control signals,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A07,Statistical Process Control and Monitoring,CM-05-061,Control charting a check standard,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A07,Statistical Process Control and Monitoring,CM-05-062,Distinguishing common-cause from special-cause variation,judgment,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A07,Statistical Process Control and Monitoring,CM-05-063,Autocorrelated processes and why standard charts mislead,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A08,"Outliers, Robustness and Data Screening",CM-05-064,What an outlier is and the danger of the label,judgment,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A08,"Outliers, Robustness and Data Screening",CM-05-065,Outlier tests and their assumptions,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A08,"Outliers, Robustness and Data Screening",CM-05-066,Robust estimators of location and scale,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A08,"Outliers, Robustness and Data Screening",CM-05-067,When discarding data is defensible and when it is misconduct,judgment,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A08,"Outliers, Robustness and Data Screening",CM-05-068,Missing data and censored observations,judgment,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A08,"Outliers, Robustness and Data Screening",CM-05-069,"Data screening, plausibility checks and audit trails",skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A09,Bayesian Methods,CM-05-070,Bayes theorem and its metrological interpretation,knowledge,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A09,Bayesian Methods,CM-05-071,"Priors: informative, non-informative and their defensibility",judgment,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A09,Bayesian Methods,CM-05-072,Posterior distributions and credible intervals,judgment,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A09,Bayesian Methods,CM-05-073,Bayesian updating with successive measurements,judgment,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A09,Bayesian Methods,CM-05-074,Markov chain Monte Carlo in practice,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A09,Bayesian Methods,CM-05-075,Choosing between Bayesian and frequentist treatment,judgment,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A10,Computational and Resampling Methods,CM-05-076,Bootstrap methods,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A10,Computational and Resampling Methods,CM-05-077,Jackknife and cross-validation,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A10,Computational and Resampling Methods,CM-05-078,Permutation tests,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A10,Computational and Resampling Methods,CM-05-079,Simulation study design,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A10,Computational and Resampling Methods,CM-05-080,"Numerical accuracy, conditioning and floating-point pitfalls",knowledge,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A10,Computational and Resampling Methods,CM-05-081,Reproducibility of a statistical analysis,skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A11,Interlaboratory Studies and Proficiency Testing,CM-05-082,Purposes of interlaboratory comparison,knowledge,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A11,Interlaboratory Studies and Proficiency Testing,CM-05-083,Assigned values and their uncertainty,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A11,Interlaboratory Studies and Proficiency Testing,CM-05-084,"z-scores, zeta-scores and En numbers",skill,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A11,Interlaboratory Studies and Proficiency Testing,CM-05-085,Robust statistics for consensus values,skill,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A11,Interlaboratory Studies and Proficiency Testing,CM-05-086,Interpreting your own proficiency testing result,judgment,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A11,Interlaboratory Studies and Proficiency Testing,CM-05-087,Investigating and responding to an unsatisfactory result,judgment,4,1 2 3 4,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A11,Interlaboratory Studies and Proficiency Testing,CM-05-088,Designing an interlaboratory comparison,judgment,5,1 2 3 4 5,draft
CM-05,Statistics and Data Analysis for Metrology,core,CM-05-A11,Interlaboratory Studies and Proficiency Testing,CM-05-089,Method validation studies across laboratories,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A01,Calibration Fundamentals,CM-06-001,"What calibration is, and why it is not adjustment",knowledge,3,1 2 3,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A01,Calibration Fundamentals,CM-06-002,"Calibration, verification and validation distinguished",knowledge,3,1 2 3,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A01,Calibration Fundamentals,CM-06-003,The calibration relation and the calibration function,knowledge,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A01,Calibration Fundamentals,CM-06-004,"Calibration points, ranges and coverage of use",knowledge,3,1 2 3,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A01,Calibration Fundamentals,CM-06-005,Reference standard selection and adequacy,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A01,Calibration Fundamentals,CM-06-006,Instrument specifications and how to read them critically,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A01,Calibration Fundamentals,CM-06-007,"Tolerance, specification limit and maximum permissible error",knowledge,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A01,Calibration Fundamentals,CM-06-008,Calibration in situ versus in a controlled laboratory,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-009,Anatomy of a calibration procedure,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-010,Writing a procedure that a competent stranger can execute,skill,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-011,Selecting a measurement method for the required capability,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-012,Number and placement of calibration points,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-013,"Repetition, ordering and randomisation within a procedure",skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-014,"Hysteresis, loading sequence and directional effects",skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-015,"Stabilisation, soak time and thermal equilibrium",skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-016,Environmental control and monitoring within a procedure,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-017,Adapting a published method to local conditions,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A02,Procedure Design and Method Development,CM-06-018,"Procedure review, approval and version control",skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A03,Method Validation and Verification,CM-06-019,Why a method must be validated before use,knowledge,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A03,Method Validation and Verification,CM-06-020,Validation parameters and acceptance criteria,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A03,Method Validation and Verification,CM-06-021,Verifying a standard method in your own hands,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A03,Method Validation and Verification,CM-06-022,Validating a non-standard or in-house method,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A03,Method Validation and Verification,CM-06-023,Demonstrating that a method achieves its claimed capability,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A03,Method Validation and Verification,CM-06-024,Revalidation triggers,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A03,Method Validation and Verification,CM-06-025,Validation records and their evidentiary value,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A04,"Execution, Adjustment and As-Found Data",CM-06-026,As-found and as-left data and why both are recorded,knowledge,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A04,"Execution, Adjustment and As-Found Data",CM-06-027,Deciding whether to adjust,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A04,"Execution, Adjustment and As-Found Data",CM-06-028,Adjustment technique and its own uncertainty,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A04,"Execution, Adjustment and As-Found Data",CM-06-029,Limited calibration and restricted-range calibration,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A04,"Execution, Adjustment and As-Found Data",CM-06-030,Handling an out-of-tolerance finding,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A04,"Execution, Adjustment and As-Found Data",CM-06-031,Reverse traceability and impact assessment after an OOT,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A04,"Execution, Adjustment and As-Found Data",CM-06-032,Customer notification obligations,knowledge,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A04,"Execution, Adjustment and As-Found Data",CM-06-033,"Repair, refurbishment and their effect on calibration history",judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A04,"Execution, Adjustment and As-Found Data",CM-06-034,Recognising a failing instrument from its calibration history,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A05,Comparison and Transfer Techniques,CM-06-035,Direct comparison methods,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A05,Comparison and Transfer Techniques,CM-06-036,Substitution and transposition methods,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A05,Comparison and Transfer Techniques,CM-06-037,Null and balance methods,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A05,Comparison and Transfer Techniques,CM-06-038,Ratio and bridge techniques,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A05,Comparison and Transfer Techniques,CM-06-039,Designed comparison schemes for artefact intercomparison,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A05,Comparison and Transfer Techniques,CM-06-040,Round-robin and circulating artefact studies,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A05,Comparison and Transfer Techniques,CM-06-041,Self-calibration and closure techniques,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A05,Comparison and Transfer Techniques,CM-06-042,Cancelling systematic effects by experimental design,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A06,"Certificates, Records and Reporting",CM-06-043,Required content of a calibration certificate,knowledge,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A06,"Certificates, Records and Reporting",CM-06-044,"Reporting results, corrections and uncertainties clearly",skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A06,"Certificates, Records and Reporting",CM-06-045,Statements of conformity on a certificate,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A06,"Certificates, Records and Reporting",CM-06-046,Opinions and interpretations and when they may be given,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A06,"Certificates, Records and Reporting",CM-06-047,Amending or withdrawing an issued certificate,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A06,"Certificates, Records and Reporting",CM-06-048,Raw data retention and reconstructability of a result,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A06,"Certificates, Records and Reporting",CM-06-049,Reviewing a certificate you have received from a supplier,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A06,"Certificates, Records and Reporting",CM-06-050,Accreditation body marks and their correct use,knowledge,3,1 2 3,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A07,"Handling, Storage and Transport of Standards",CM-06-051,Handling practices that preserve a standard's value,skill,3,1 2 3,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A07,"Handling, Storage and Transport of Standards",CM-06-052,Storage environment and its monitoring,skill,3,1 2 3,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A07,"Handling, Storage and Transport of Standards",CM-06-053,"Transport, shock and the case for re-verification on arrival",skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A07,"Handling, Storage and Transport of Standards",CM-06-054,"Cleaning, surface condition and contamination",skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A07,"Handling, Storage and Transport of Standards",CM-06-055,"Identification, labelling and status marking",skill,3,1 2 3,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A07,"Handling, Storage and Transport of Standards",CM-06-056,Managing standards that leave the laboratory,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A08,"Sourcing, Insourcing and Programme Management",CM-06-057,Deciding what to calibrate in house and what to send out,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A08,"Sourcing, Insourcing and Programme Management",CM-06-058,Qualifying and monitoring an external calibration supplier,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A08,"Sourcing, Insourcing and Programme Management",CM-06-059,Building a calibration programme from a measurement requirement,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A08,"Sourcing, Insourcing and Programme Management",CM-06-060,"Equipment identification, inventory and status control",skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A08,"Sourcing, Insourcing and Programme Management",CM-06-061,Recall systems and preventing use of overdue equipment,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A08,"Sourcing, Insourcing and Programme Management",CM-06-062,Equipment criticality classification,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-063,"Calibration, verification and metrological confirmation distinguished",knowledge,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-064,Deriving metrological requirements from a measurement process,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-065,Comparing instrument capability against metrological requirements,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-066,Confirmation criteria and how they are set,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-067,"Confirmation status, labelling and its meaning to a user",skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-068,Confirmation intervals and their relationship to calibration intervals,judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-069,Handling a confirmation failure,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-070,"Reconfirmation after repair, adjustment or relocation",judgment,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-071,The same instrument confirmed for one process and not another,judgment,5,1 2 3 4 5,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-072,Confirmation records and their evidentiary role,skill,4,1 2 3 4,draft
CM-06,Calibration Methodology and Practice,core,CM-06-A09,Metrological Confirmation and Fitness for Intended Use,CM-06-073,Designing a metrological confirmation system,judgment,5,1 2 3 4 5,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A01,MSA Fundamentals,CM-07-001,What measurement systems analysis is for,knowledge,3,1 2 3,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A01,MSA Fundamentals,CM-07-002,Measurement system variation as a component of observed variation,knowledge,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A01,MSA Fundamentals,CM-07-003,"Discrimination, resolution and the number of distinct categories",knowledge,3,1 2 3,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A01,MSA Fundamentals,CM-07-004,MSA vocabulary mapped onto VIM and GUM vocabulary,knowledge,5,1 2 3 4 5,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A01,MSA Fundamentals,CM-07-005,Relationship between an MSA result and an uncertainty budget,knowledge,5,1 2 3 4 5,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A01,MSA Fundamentals,CM-07-006,Choosing which MSA study a situation calls for,judgment,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A01,MSA Fundamentals,CM-07-007,"Planning a study: parts, appraisers, trials and randomisation",skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-008,Repeatability and reproducibility in the MSA sense,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-009,Range-and-average method,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-010,ANOVA method for gauge R and R,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-011,Appraiser-by-part interaction,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-012,"Percentage study variation, percentage tolerance and which to use",judgment,5,1 2 3 4 5,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-013,Acceptance criteria and their origins,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-014,Part selection and the danger of an unrepresentative sample,judgment,5,1 2 3 4 5,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-015,Destructive and non-repeatable measurement studies,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-016,Nested designs for gauge studies,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A02,Gauge Repeatability and Reproducibility,CM-07-017,Interpreting and acting on a failing study,judgment,5,1 2 3 4 5,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A03,"Bias, Linearity and Stability Studies",CM-07-018,Bias studies and reference value selection,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A03,"Bias, Linearity and Stability Studies",CM-07-019,Linearity across the operating range,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A03,"Bias, Linearity and Stability Studies",CM-07-020,Stability studies over time,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A03,"Bias, Linearity and Stability Studies",CM-07-021,Distinguishing gauge drift from process drift,judgment,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A03,"Bias, Linearity and Stability Studies",CM-07-022,Statistical significance of a measured bias,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A03,"Bias, Linearity and Stability Studies",CM-07-023,Correcting for bias versus tolerating it,judgment,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A04,Attribute and Categorical Measurement Systems,CM-07-024,Attribute measurement systems and where they arise,knowledge,3,1 2 3,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A04,Attribute and Categorical Measurement Systems,CM-07-025,Attribute agreement analysis,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A04,Attribute and Categorical Measurement Systems,CM-07-026,Kappa statistics and agreement measures,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A04,Attribute and Categorical Measurement Systems,CM-07-027,Signal detection and the gray zone near a limit,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A04,Attribute and Categorical Measurement Systems,CM-07-028,Visual inspection as a measurement system,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A05,Process Capability,CM-07-029,Capability indices and their assumptions,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A05,Process Capability,CM-07-030,"Cp, Cpk, Pp and Ppk distinguished",skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A05,Process Capability,CM-07-031,Capability for non-normal processes,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A05,Process Capability,CM-07-032,The effect of measurement variation on an apparent capability,judgment,5,1 2 3 4 5,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A05,Process Capability,CM-07-033,"Capability, tolerance and specification setting",judgment,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A05,Process Capability,CM-07-034,Short-run and small-sample capability estimation,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A06,MSA in Regulated and Sector Contexts,CM-07-035,Automotive sector expectations for MSA,knowledge,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A06,MSA in Regulated and Sector Contexts,CM-07-036,Aerospace and defence expectations,knowledge,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A06,MSA in Regulated and Sector Contexts,CM-07-037,Medical device and pharmaceutical expectations,knowledge,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A06,MSA in Regulated and Sector Contexts,CM-07-038,Reconciling a customer-mandated MSA method with sound practice,judgment,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A06,MSA in Regulated and Sector Contexts,CM-07-039,Automated and in-line measurement system evaluation,knowledge,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A06,MSA in Regulated and Sector Contexts,CM-07-040,Presenting MSA results to a production audience,skill,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A07,Measurement Assurance and Measurement Process Control,CM-07-041,Purpose and principles of measurement assurance,knowledge,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A07,Measurement Assurance and Measurement Process Control,CM-07-042,Measurement assurance contrasted with calibration,knowledge,4,1 2 3 4,draft
CM-07,Measurement Systems Analysis and Process Capability,core,CM-07-A07,Measurement Assurance and Measurement Process Control,CM-07-043,Measurement assurance contrasted with measurement systems analysis,knowledge,4,1 2 3 4,draft
